IdEjemplar,Fuente,AnioColecta,Altitud,Estado,Municipio,Localidad,Taxa,AnioDeterminacion,Fuente de georreferencia,LatitudGrados,LatitudMinutos,LatitudSegundos,LongitudGrados,LongitudMinutos,LongitudSegundos,Habitat,Habitat
345,JE014,1978,4,OAXACA,SAN MATEO DEL MAR,"El Tamarindo, entre placa de Reforma y Mar Tileme","Phaseolus microcarpus - Mart., 1831",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",16,12,40.84,-95,4,7.34,Silvestre,Silvestre
346,JE014,1981,1800,GUANAJUATO,YURIRIA,"Parangarico, terrenos de la Escuela C.B.T.A. 113","Phaseolus vulgaris - L., 1753",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",20,11,43.90,-101,9,16.87,Cultivado,Cultivado
347,JE014,1981,1800,GUANAJUATO,YURIRIA,"Parangarico, terrenos de la Escuela C.B.T.A. 113","Phaseolus vulgaris - L., 1753",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",20,11,43.90,-101,9,16.87,Cultivado,Cultivado
348,JE014,1975,1900,QUERÉTARO DE ARTEAGA,QUERÉTARO,"Monte, detrás de la Escuela Libre","Phaseolus leptostachyus - Benth., 1837",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",20,36,17.24,-100,22,6.87,Silvestre,Silvestre
349,JE014,1978,2150,QUERÉTARO DE ARTEAGA,SAN JUAN DEL RÍO,"Camino a Amealco, km 10-11, lado derecho","Phaseolus vulgaris - L., 1753",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",20,20,24.78,-100,7,11.06,Cultivado,Cultivado
350,JE014,1980,1750,QUERÉTARO DE ARTEAGA,QUERÉTARO,"Juriquilla, cerca de casa Gaytan","Phaseolus leptostachyus - Benth., 1837",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",20,41,9.34,-100,26,11.91,Silvestre,Silvestre
351,JE014,1982,1750,QUERÉTARO DE ARTEAGA,QUERÉTARO,"Juriquilla, frente a la casa de Gaytan","Phaseolus leptostachyus - Benth., 1837",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",20,41,9.34,-100,26,11.91,Campo de golf. Silvestre,Silvestre
352,JE014,1975,9999,QUERÉTARO DE ARTEAGA,AMEALCO DE BONFIL,Barranca de Amealco,"Phaseolus vulgaris - L., 1753",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",20,18,59.67,-100,9,29.35,Fondo de barranca. Cultivado,Cultivado
353,JE014,1980,2180,GUERRERO,LEONARDO BRAVO,"2 km después de El Miraval, sobre la carretera Casas Verdes-Filo de Caballo","Phaseolus leptostachyus - Benth., 1837",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",17,43,6.06,-99,46,31.72,Silvestre,Silvestre
354,JE014,1986,9999,YUCATÁN,TIZIMÍN,"18 km al W de Kantunilkín, sobre el camino a colonia Yucatán","Phaseolus lunatus var. silvester - Baudet, 1977",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",21,10,58.90,-87,38,14.33,Silvestre,Silvestre
355,JE014,1986,9999,CAMPECHE,CARMEN,"6 km al SE de Sabancuy, sobre el camino Escárcega-Ciudad del Carmen","Phaseolus vulgaris - L., 1753",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",18,56,46.00,-91,7,51,Inundable. Cultivado,Cultivado
356,JE014,1986,9999,MORELOS,TEPOZTLÁN,"4.5 km al NW de Yautepec, sobre la carretera federal a Tepoztlán","Phaseolus vulgaris - L., 1753",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",18,55,51.42,-99,4,20.94,Silvestre,Silvestre
357,JE014,1986,9999,MORELOS,TEPOZTLÁN,"4.4 km al NE de Tepoztlán, sobre la carretera de cuota México-Cuernavaca","Phaseolus leptostachyus - Benth., 1837",2013,"SIG Google Earth 7.1.5.1557, octubre 2015",19,0,18.10,-99,7,58.74,Silvestre,Silvestre
358,JE014,1986,9999,CAMPECHE,HECELCHAKÁN,"2 km al N de Pomuch, sobre la carretera 269 tramo Campeche-Mérida vía corta","Phaseolus lunatus var. silvester - Baudet, 1977",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",20,9,17.30,-90,10,12.7,Silvestre,Silvestre
359,JE014,1987,9999,CAMPECHE,CHAMPOTÓN,"Camino a San Miguelito Nohán, aproximadamente km 98 carretera Champotón-Ciudad del Carmen","Phaseolus lunatus var. silvester - Baudet, 1977",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",19,2,37.50,-91,5,41.4,Silvestre,Silvestre
360,JE014,1987,9999,TABASCO,PARAÍSO,"500 m al E del Puente de Jalapita, sobre la carretera Villa Hermosa-Bellote","Phaseolus lunatus var. silvester - Baudet, 1977",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",18,24,55.53,-92,59,58.65,Silvestre,Silvestre
361,JE014,1987,9999,CAMPECHE,CARMEN,"Aproximadamente a 17 km al NE de Ciudad del Carmen, sobre la carretera a Champotón, en la Isla del Carmen","Phaseolus lunatus var. silvester - Baudet, 1977",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",18,43,32.40,-91,38,50.77,Silvestre,Silvestre
362,JE014,1987,9999,CAMPECHE,CARMEN,"Camino a San Pablito Nohán, cerca del km 98, carretera Ciudad del Carmen-Champotón","Phaseolus lunatus var. silvester - Baudet, 1977",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",19,2,42.50,-91,5,39,Silvestre,Silvestre
363,JE014,1987,0,CAMPECHE,CHAMPOTÓN,"10 km al NE de Champotón, sobre la carretera Ciudad del Carmen-Campeche","Phaseolus lunatus var. silvester - Baudet, 1977",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",19,26,56.00,-90,42,32.5,Silvestre,Silvestre
364,JE014,1988,0,CAMPECHE,CHAMPOTÓN,"2 km al N de Champotón, sobre la carretera Ciudad del Carmen-Campeche","Phaseolus lunatus var. silvester - Baudet, 1977",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",19,22,55.00,-90,43,20,Con duna costera. Silvestre,Silvestre
365,JE014,1989,9999,QUINTANA ROO,FELIPE CARRILLO PUERTO,"5-8 km al E de Felipe Carrillo Puerto, sobre el camino a Vigía Chico","Phaseolus lunatus var. silvester - Baudet, 1977",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",19,54,19.35,-87,45,9.19,Silvestre,Silvestre
366,JE014,1982,0,CAMPECHE,CHAMPOTÓN,"2 km al NE de Champotón, por la carretera a Campeche","Phaseolus lunatus var. silvester - Baudet, 1977",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",19,23,1.29,-90,43,11,Silvestre,Silvestre
367,JE014,1982,9999,QUINTANA ROO,OTHÓN P. BLANCO,Ciudad de Chetumal,"Phaseolus vulgaris - L., 1753",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",18,32,52.75,-88,16,50.97,Cultivado,Cultivado
368,JE014,1983,9999,CHIAPAS,CHIAPA DE CORZO,"En la Barranca el Chorreadero, a 25 km al E de Tuxtla Gutiérrez, sobre la carretera a San Cristóbal de las Casas","Phaseolus vulgaris - L., 1753",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",16,45,17.70,-92,58,18.4,Silvestre,Silvestre
369,JE014,1983,9999,CHIAPAS,SAN CRISTÓBAL DE LAS CASAS,"Cerro del Huitepec, al W de San Cristóbal de Las Casas","Phaseolus dumosus - Macfad., 1837",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",16,44,51.90,-92,40,36.6,Cultivado,Cultivado
370,JE014,1984,9999,OAXACA,SANTO DOMINGO TEHUANTEPEC,"25 km al SE de Astata, por la carretera Salina Cruz-Pochutla","Phaseolus microcarpus - Mart., 1831",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",15,59,52.87,-95,28,34.2,Silvestre,Silvestre
371,JE014,1984,9999,CHIAPAS,CHIAPA DE CORZO,"5 km al E de la desviación a La Cascada El Chorreadero, cerca del km 30 de la carretera a Tuxtla Gutiérrez-San Cristóbal de Las Casas","Phaseolus leptostachyus - Benth., 1837",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",16,45,29.20,-92,57,52.5,Silvestre,Silvestre
372,JE014,1984,1700,CHIAPAS,LAS ROSAS,"12 km al S de Amatenango del Valle, sobre el camino a Villa Las Rosas","Phaseolus vulgaris - L., 1753",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",16,26,23.60,-92,24,2.9,Silvestre,Silvestre
373,JE014,1995,9999,ZACATECAS,APOZOL,"San Miguel (Atotonilco), arroyo El Tlazole, Cañón de Juchipila","Phaseolus microcarpus - Mart., 1831",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",21,29,37.35,-103,4,22.9,Silvestre,Silvestre
374,JE014,1995,9999,ZACATECAS,JALPA,"Salida de Jalpa a Calvillo a 2 km de distancia desde la antena de la XEFP, Cañón de Juchipila","Phaseolus microcarpus - Mart., 1831",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",21,39,28.52,-102,56,7.84,Silvestre,Silvestre
375,JE014,2005,9999,OAXACA,SANTA MARÍA HUATULCO,"Cacaluta, camino a la estación, cercana a la Playa Cacaluta","Phaseolus microcarpus - Mart., 1831",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",15,43,21.81,-96,10,1.25,Aproximadamente a 4 m de la playa. Silvestre,Silvestre
376,JE014,2002,860,NUEVO LEÓN,MONTEMORELOS,"Km 17, carretera Montemorelos-Rayones","Phaseolus leptostachyus - Benth., 1837",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",25,6,29.70,-99,57,43.68,Silvestre,Silvestre
377,JE014,2002,860,NUEVO LEÓN,MONTEMORELOS,"Km 17, carretera Montemorelos-Rayones","Phaseolus leptostachyus - Benth., 1837",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",25,6,29.70,-99,57,43.68,Silvestre,Silvestre
378,JE014,2002,705,NUEVO LEÓN,LINARES,Km 31 carretera Linares-Iturbide,"Phaseolus leptostachyus - Benth., 1837",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",24,44,55.90,-99,48,12.7,Silvestre,Silvestre
379,JE014,2002,985,NUEVO LEÓN,LINARES,"Rancho Dr. Barreda, Km 23 carretera Linares-Iturbide","Phaseolus leptostachyus - Benth., 1837",2013,"SIG Google Earth 7.1.5.1557, octubre 2015",24,45,19.34,-99,44,42.78,Silvestre,Silvestre
380,JE014,2003,2030,NUEVO LEÓN,GRAL. ZARAGOZA,9 km por la brecha Zaragoza-Dulces Nombres,"Phaseolus leptostachyus - Benth., 1837",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",23,58,18.46,-99,43,58.79,Silvestre,Silvestre
381,JE014,2003,2030,NUEVO LEÓN,GRAL. ZARAGOZA,9 km por la brecha a Dulces Nombres,"Phaseolus leptostachyus - Benth., 1837",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",23,58,18.46,-99,43,58.79,Silvestre,Silvestre
382,JE014,2003,1980,NUEVO LEÓN,GRAL. ZARAGOZA,18 km por la brecha Zaragoza-Dulces Nombres,"Phaseolus leptostachyus - Benth., 1837",2013,"SIG Google Earth 7.1.5.1557, junio 2015",24,0,48.80,-99,41,27.93,Silvestre,Silvestre
383,JE014,2003,1850,NUEVO LEÓN,GRAL. ZARAGOZA,21 km por la brecha a Dulces Nombres,"Phaseolus leptostachyus - Benth., 1837",2013,"SIG Google Earth 7.1.5.1557, junio 2015",24,1,22.13,-99,40,10.26,Silvestre,Silvestre
384,JE014,1989,9999,NUEVO LEÓN,GALEANA,25 km al W de San Roberto,"Phaseolus vulgaris - L., 1753",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",24,36,34.99,-100,29,1.03,Cultivado,Cultivado
385,JE014,1991,1750,MICHOACÁN DE OCAMPO,URUAPAN,"Parque Nacional Barrancas de Cupatitzio, Estación Forestal SARH","Phaseolus leptostachyus - Benth., 1837",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",19,25,41.00,-102,5,36,Silvestre,Silvestre
386,JE014,1994,1800,CHIHUAHUA,OCAMPO,Parque Nacional Cascada de Basaseachi,"Phaseolus parvulus - Greene, 1881",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",28,8,6.50,-108,15,20.42,Silvestre,Silvestre
387,JE014,1986,600,NUEVO LEÓN,LINARES,4 km al SE del Rancho Los Angeles,"Phaseolus leptostachyus - Benth., 1837",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",24,44,4.87,-99,43,41.6,Silvestre,Silvestre
388,JE014,1986,1300,NUEVO LEÓN,LINARES,4 km al W del Rancho Los Temporales,"Phaseolus leptostachyus - Benth., 1837",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",24,54,52.66,-99,53,17.52,Silvestre,Silvestre
389,JE014,1997,2100,CHIHUAHUA,CHIHUAHUA,Parque Cumbres de Majalca,"Phaseolus parvulus - Greene, 1881",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",28,48,13.35,-106,28,1.04,Silvestre,Silvestre
390,JE014,1998,2105,CHIHUAHUA,CHIHUAHUA,"Camino a Los Lirios, Parque Nacional Cumbres de Majalca","Phaseolus parvulus - Greene, 1881",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",28,48,6.81,-106,30,1.98,Silvestre,Silvestre
391,JE014,1998,2100,CHIHUAHUA,CHIHUAHUA,Parque Nacional Cumbres de Majalca,"Phaseolus leptostachyus - Benth., 1837",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",28,48,13.35,-106,28,1.04,Silvestre,Silvestre
392,JE014,1998,2100,CHIHUAHUA,CHIHUAHUA,Parque Nacional Cumbres de Majalca,"Phaseolus parvulus - Greene, 1881",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",28,48,13.35,-106,28,1.04,Silvestre,Silvestre
393,JE014,1985,9999,PUEBLA,JOLALPAN,"3 km al E de Zacacuautla, SW de Puebla","Phaseolus vulgaris - L., 1753",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",18,21,12.84,-98,53,29.88,Cultivado,Cultivado
394,JE014,1988,1200,QUERÉTARO DE ARTEAGA,LANDA DE MATAMOROS,"La Cañada, 3 km al E de Acatitlán de Zaragoza","Phaseolus leptostachyus - Benth., 1837",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",21,11,43.35,-99,9,41.25,"Terreno plano, potrero. Silvestre",Silvestre
395,JE014,1985,10,QUINTANA ROO,FELIPE CARRILLO PUERTO,Chancah Veracruz,"Phaseolus vulgaris - L., 1753",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",19,29,32.25,-87,59,33.71,"Huerto familiar, cultivada. Cultivado",Cultivado
396,JE014,1986,9999,CHIAPAS,SAN CRISTÓBAL DE LAS CASAS,"Agua de Pajarito, Región II Altos","Phaseolus vulgaris - L., 1753",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",16,44,12.52,-92,34,2.22,Borde del camino. Cultivado,Cultivado
397,JE014,1970,1400,GUERRERO,CHILAPA DE ÁLVAREZ,Chilapa,"Phaseolus lunatus var. lunatus - L., 1753",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",17,35,41.12,-99,11,11.99,Cultivado,Cultivado
398,JE014,1998,2000,OAXACA,SAN JUAN MIXTEPEC -DTO. 26 -,San Juan Mixtepec,"Phaseolus vulgaris - L., 1753",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",16,17,0.44,-96,18,4.03,Cultivado,Cultivado
399,JE014,1984,9999,CAMPECHE,CHAMPOTÓN,A orillas de la carretera Champotón-Isla Aguada,"Phaseolus lunatus var. silvester - Baudet, 1977",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",19,3,6.60,-91,5,50.9,Escapado,Escapado
400,JE014,1984,9999,CAMPECHE,CARMEN,"Ataxta [Atasta], a 35 km de Ciudad del Carmen","Phaseolus lunatus var. lunatus - L., 1753",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",18,37,11.70,-92,6,57,Cultivado,Cultivado
401,JE014,1985,240,VERACRUZ DE IGNACIO DE LA LLAVE,COXQUIHUI,500 m del crucero de Coxquihui,"Phaseolus lunatus var. lunatus - L., 1753",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",20,10,50.00,-97,34,46,"Cultivado en solares, sobre Parmentiera edulis. Cultivado",Cultivado
402,JE014,1986,9999,PUEBLA,CUETZALAN DEL PROGRESO,Santiago Yancuictlalpan,"Phaseolus vulgaris - L., 1753",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",20,3,37.69,-97,28,7.96,Sembrado en monocultivo. Cultivado,Cultivado
403,JE014,1986,9999,PUEBLA,CUETZALAN DEL PROGRESO,Santiago Yancuictlalpan,"Phaseolus lunatus var. lunatus - L., 1753",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",20,3,37.69,-97,28,7.96,"Cultivo en solar, asociado a la planta de los estropajos Luffa sp. Cultivado",Cultivado
404,JE014,1985,9999,VERACRUZ DE IGNACIO DE LA LLAVE,SANTIAGO TUXTLA,Mata de Caña,"Phaseolus lunatus var. lunatus - L., 1753",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",18,22,43.00,-95,29,15,Cultivo en solar. Cultivado,Cultivado
405,JE014,1985,9999,VERACRUZ DE IGNACIO DE LA LLAVE,SANTIAGO TUXTLA,Mata de Caña,"Phaseolus lunatus var. lunatus - L., 1753",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",18,22,43.00,-95,29,15,Cultivo en solar. Cultivado,Cultivado
406,JE014,1985,9999,VERACRUZ DE IGNACIO DE LA LLAVE,SAN ANDRÉS TUXTLA,Zezecapan,"Phaseolus lunatus var. silvester - Baudet, 1977",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",18,23,47.00,-95,12,49,Alrededores de los cultivos de chícharo. Silvestre,Silvestre
407,JE014,1985,9999,VERACRUZ DE IGNACIO DE LA LLAVE,SAN ANDRÉS TUXTLA,Tulapan,"Phaseolus vulgaris - L., 1753",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",18,18,45.00,-95,13,25,Cultivado,Cultivado
408,JE014,1985,9999,VERACRUZ DE IGNACIO DE LA LLAVE,SAN ANDRÉS TUXTLA,Tulapan,"Phaseolus vulgaris - L., 1753",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",18,18,45.00,-95,13,25,Cultivado,Cultivado
409,JE014,1985,9999,VERACRUZ DE IGNACIO DE LA LLAVE,SAN ANDRÉS TUXTLA,Tulapan,"Phaseolus vulgaris - L., 1753",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",18,18,45.00,-95,13,25,Cultivado,Cultivado
410,JE014,1985,200,VERACRUZ DE IGNACIO DE LA LLAVE,HUEYAPAN DE OCAMPO,Santa Rosa Loma Larga,"Phaseolus lunatus var. lunatus - L., 1753",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",18,13,20.53,-95,5,42.9,Cultivado en solar. Cultivado,Cultivado
411,JE014,1985,9999,VERACRUZ DE IGNACIO DE LA LLAVE,HUEYAPAN DE OCAMPO,Barrosa,"Phaseolus lunatus var. lunatus - L., 1753",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",18,12,17.00,-95,7,40,Cultivado en solar. Cultivado,Cultivado
412,JE014,1985,0,CAMPECHE,CHAMPOTÓN,Miramar,"Phaseolus lunatus var. silvester - Baudet, 1977",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",19,25,24.10,-90,42,46.5,"Junto a una población de cocotales, ruderal. Silvestre",Silvestre
413,JE014,1985,9999,HIDALGO,HUEJUTLA DE REYES,"Acoyotipa (Acoyotipa, Tlanchinol)","Phaseolus vulgaris - L., 1753",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",21,3,56.85,-98,32,44.14,Cultivo de maíz. Cultivado,Cultivado
414,JE014,1982,9999,JALISCO,LA HUERTA,"11 km al E de la carretera Puerto Vallarta-Barra de Navidad, antiguo camino a Nacastillo, parte alta de la Estación de Biología Chamela","Phaseolus microcarpus - Mart., 1831",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",19,34,57.11,-104,59,50.56,Silvestre,Silvestre
415,JE014,1983,9999,JALISCO,JILOTLÁN DE LOS DOLORES,"Camino Tepalcatepec-Jilotlán, a 4 km al W de Tepalcatepec","Phaseolus microcarpus - Mart., 1831",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",19,13,12.14,-102,51,52.81,Silvestre,Silvestre
416,JE014,1983,20,JALISCO,LA HUERTA,Ca. 8.6 mi al S de José María Morelos y 1.5 mi al N de Juan Pérez,"Phaseolus lunatus var. silvester - Baudet, 1977",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",19,36,6.62,-105,6,20.51,Silvestre,Silvestre
417,JE014,1990,5,JALISCO,LA HUERTA,"Rancho Cuixmala, inmediatly SW of Laguna de Corte on road to Casa Jeanette, 2 km N of mouth of Río Cuixmala","Phaseolus microcarpus - Mart., 1831",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",19,22,58.99,-105,1,4.54,At road edge. Silvestre,Silvestre
418,JE014,1990,1375,COLIMA,COMALA,"Rancho El Jabalí, 22 km (airline) N-NW of Colima in the SW foothills of the Volcán de Colima. Steep hills above Avenida de los bambues (cafetal Cyn), ca. 1 km S of Lago El Jabalí","Phaseolus lunatus var. silvester - Baudet, 1977",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",19,26,42.42,-103,40,43.15,Partially cleared for pasture. Escapado,Escapado
419,JE014,1986,400,SINALOA,COSALÁ,12 km al NW de Cosalá,"Phaseolus lunatus var. silvester - Baudet, 1977",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",24,30,37.85,-106,43,47.09,Silvestre,Silvestre
420,JE014,1979,2060,CHIHUAHUA,IGNACIO ZARAGOZA,Al E de Madero,"Phaseolus parvulus - Greene, 1881",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",29,43,29.21,-107,45,55.63,Silvestre,Silvestre
421,JE014,1941,2200,DISTRITO FEDERAL,COYOACÁN,Pedregal de San Angel,"Phaseolus leptostachyus - Benth., 1837",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",19,19,17.77,-99,10,44.69,Silvestre,Silvestre
422,JE014,1930,2200,DISTRITO FEDERAL,COYOACÁN,Pedregal de San Angel,"Phaseolus leptostachyus - Benth., 1837",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",19,19,17.77,-99,10,44.69,Silvestre,Silvestre
423,JE014,1947,9999,CHIAPAS,ESCUINTLA,El Jilguerillo,"Phaseolus lunatus var. silvester - Baudet, 1977",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",15,22,30.00,-92,35,44,Silvestre,Silvestre
424,JE014,1950,2200,DISTRITO FEDERAL,COYOACÁN,"Pedregal de San Ángel, Valle de México","Phaseolus leptostachyus - Benth., 1837",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",19,19,17.87,-99,10,44.2,Silvestre,Silvestre
425,JE014,1951,2400,DISTRITO FEDERAL,TLALPAN,"Cerro Zacatepec, Pedragal de Tlalpan","Phaseolus leptostachyus - Benth., 1837",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",19,18,16.00,-99,11,52,Silvestre,Silvestre
426,JE014,1952,2400,MÉXICO,POLOTITLÁN,Polotitlán,"Phaseolus leptostachyus - Benth., 1837",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",20,13,4.00,-99,48,8,En ladera seca. Silvestre,Silvestre
427,JE014,1952,1800,MÉXICO,IXTAPAN DE LA SAL,Ixtapan de la Sal,"Phaseolus leptostachyus - Benth., 1837",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",18,50,12.99,-99,39,59.32,Silvestre,Silvestre
428,JE014,1952,1100,MÉXICO,SANTO TOMÁS,Santo Tomás,"Phaseolus lunatus var. silvester - Baudet, 1977",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",19,10,38.00,-100,16,45,"En ladera húmeda, orilla del río. Escapado",Escapado
429,JE014,1953,2400,MÉXICO,MALINALCO,Malinalco,"Phaseolus leptostachyus - Benth., 1837",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",18,56,32.00,-99,30,41,En ladera húmeda. Silvestre,Silvestre
430,JE014,1954,1920,MÉXICO,IXTAPAN DE LA SAL,Cerro de Ixtapan de la Sal,"Phaseolus leptostachyus - Benth., 1837",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",18,51,14.43,-99,40,13.7,En ladera húmeda. Silvestre,Silvestre
431,JE014,9999,1600,CHIAPAS,SILTEPEC,"Cascada, Siltepec","Phaseolus lunatus var. silvester - Baudet, 1977",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",15,29,30.70,-92,24,21.7,Silvestre,Silvestre
432,JE014,1936,9999,OAXACA,SANTO DOMINGO TEHUANTEPEC,Santo Domingo Tehuantepec,"Phaseolus leptostachyus - Benth., 1837",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",16,19,40.54,-95,14,39.76,Silvestre,Silvestre
433,JE014,1937,9999,CHIAPAS,ESCUINTLA,Escuintla,"Phaseolus lunatus var. silvester - Baudet, 1977",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",15,19,34.70,-92,39,4.9,Silvestre,Silvestre
434,JE014,2003,860,CHIAPAS,VILLA CORZO,Rancho 3 Hermanos,"Phaseolus leptostachyus - Benth., 1837",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",16,2,28.28,-93,18,44.09,Silvestre,Silvestre
435,JE014,2004,760,CHIAPAS,VILLA CORZO,Predio El Chilar,"Phaseolus lunatus var. silvester - Baudet, 1977",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",16,6,58.73,-93,26,10.07,Silvestre,Silvestre
436,JE014,2002,920,CHIAPAS,VILLA CORZO,"Rancho El Cedro, Ejido Nuevo Refugio","Phaseolus lunatus var. silvester - Baudet, 1977",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",15,59,59.40,-93,27,37.7,Silvestre,Silvestre
437,JE014,1985,150,CHIAPAS,BENEMÉRITO DE LAS AMÉRICAS,"8 km al S de Benemérito de las Américas, camino a Flor de Cacao, en la zona de Marquéz de Comillas","Phaseolus lunatus var. lunatus - L., 1753",2013,"SIG Google Earth 7.1.7.2600, octubre 2016",16,26,11.80,-90,36,26.3,Cultivado,Cultivado
438,JE014,1985,1100,CHIAPAS,CINTALAPA,"En Rizo de Oro, camino Tapanatepec-Cintalapa","Phaseolus leptostachyus - Benth., 1837",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",16,28,31.02,-94,5,17.39,Silvestre,Silvestre
439,JE014,1985,1600,CHIAPAS,UNIÓN JUÁREZ,"Volcán Tacaná, entre Talquian y Los Trigales","Phaseolus dumosus - Macfad., 1837",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",15,5,19.00,-92,5,7,Cultivado,Cultivado
440,JE014,1985,180,CHIAPAS,OCOSINGO,"En el Crucero Corozal, sobre el camino Palenque Boca Lacantun","Phaseolus vulgaris - L., 1753",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",16,45,33.36,-91,0,20.11,Silvestre,Silvestre
441,JE014,1986,110,CHIAPAS,OCOSINGO,"En Arroyo Agua Azul, a 3 km al W de Frontera Corozal, camino a Palenque","Phaseolus lunatus var. lunatus - L., 1753",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",16,49,12.51,-90,54,39.23,Cultivado,Cultivado
442,JE014,1986,620,CHIAPAS,FRONTERA COMALAPA,"2 km al N de Ciudad Cuauhtémoc, camino a Comitán","Phaseolus lunatus var. silvester - Baudet, 1977",2013,"SIG Google Earth 7.1.2.2041, mayo 2015",15,40,32.00,-92,0,19.2,Silvestre,Silvestre
